School DBN,School Name,School District,Residential District,Total Applicants Residential District,True Applicants Residential District,Total Applicants School,Total True Applicants School,Seats Available School,Offers School,Ratio,Rank
08X376,Antonia Pantoja Preparatory Academy: A College Board School,8,32,1,1,308,82,84,104,1.0,258
08X636,Virtual Innovators Academy,8,32,2,2,113,31,80,-2,2.0,50
09X327,Comprehensive Model School Project M.S. 327,9,32,1,1,706,224,90,103,1.0,258
09X403,Bronx International High School,9,32,1,1,537,54,135,12,1.0,258
11X545,Bronx Aerospace High School,11,32,1,1,751,109,189,-2,1.0,258
12X388,Pan American International High School at Monroe,12,32,1,1,310,71,108,43,1.0,258
15K448,Brooklyn Collaborative Studies,15,32,1,1,693,99,90,110,1.0,258
15K464,Park Slope Collegiate,15,32,1,1,613,115,102,130,1.0,258
18K563,It Takes a Village Academy,18,32,1,1,353,23,135,-2,1.0,258
18K566,Brooklyn Community High School for Excellence and Equity,18,32,1,1,448,61,75,-2,1.0,258
18K576,Victory Collegiate High School,18,32,1,1,305,61,140,-2,1.0,258
18K642,Urban Action Academy,18,32,1,1,231,44,107,-2,1.0,258
20K609,Urban Assembly School for Leadership and Empowerment,20,32,1,1,278,74,100,132,1.0,258
21K337,International High School at Lafayette,21,32,1,1,327,76,90,35,1.0,258
22K611,Origins High School,22,32,2,2,296,126,128,211,2.0,50
24Q267,High School of Applied Communication,24,32,1,1,557,75,145,-2,1.0,258
24Q455,Newtown High School,24,32,1,1,1328,243,419,346,1.0,258
25Q252,"Queens School of Inquiry, The",25,32,1,1,508,161,89,107,1.0,258
25Q281,East-West School of International Studies,25,32,1,1,766,290,89,113,1.0,258
27Q308,Robert H. Goddard High School of Communication Arts and Technology,27,32,1,1,1222,468,140,181,1.0,258
27Q334,Epic High School - North,27,32,1,1,735,169,70,91,1.0,258
28Q284,York Early College Academy,28,32,1,1,1602,580,81,91,1.0,258
28Q325,Hillside Arts & Letters Academy,28,32,1,1,520,82,108,133,1.0,258
28Q328,High School for Community Leadership,28,32,1,1,671,160,150,231,1.0,258
29Q243,Institute for Health Professions at Cambria Heights,29,32,1,1,416,79,108,132,1.0,258
29Q248,Queens Preparatory Academy,29,32,1,1,383,62,100,-2,1.0,258
29Q259,Pathways College Preparatory School: A College Board School,29,32,1,1,440,145,186,167,1.0,258
30Q502,Information Technology High School,30,32,1,1,944,190,227,-2,1.0,258
30Q575,Academy of American Studies,30,32,1,1,2727,819,170,224,1.0,258
31R028,The Eagle Academy for Young Men of Staten Island,31,32,1,1,94,26,81,-2,1.0,258
31R440,New Dorp High School,31,32,1,1,2806,1011,668,887,1.0,258
31R455,Tottenville High School,31,32,1,1,3274,1627,1158,1357,1.0,258
02M135,The Urban Assembly Early College High School for Emergency Medicine,2,32,6,4,510,116,122,-2,2.6666666666666665,41
02M551,Urban Assembly New York Harbor School,2,32,6,4,724,221,200,-2,2.6666666666666665,41
25Q425,John Bowne High School,25,32,3,2,3116,720,783,809,1.3333333333333333,66
03M541,Manhattan / Hunter Science High School,3,32,29,18,5406,2689,108,176,11.172413793103448,7
03M859,Special Music School,3,32,7,4,482,165,50,64,2.2857142857142856,46
02M376,NYC iSchool,2,32,15,8,2459,931,118,158,4.266666666666667,25
15K684,Millennium Brooklyn HS,15,32,55,29,5385,2365,178,252,15.290909090909091,3
02M418,Millennium High School,2,32,56,29,5541,2290,176,286,15.017857142857142,4
02M139,Stephen T. Mather Building Arts & Craftsmanship High School,2,32,4,2,432,88,108,-2,1.0,76
02M316,"Urban Assembly School of Business for Young Women, the",2,32,2,1,165,17,120,-2,0.5,86
02M427,Manhattan Academy For Arts & Language,2,32,2,1,389,72,108,49,0.5,86
02M449,Vanguard High School,2,32,2,1,701,134,110,158,0.5,86
02M459,Manhattan International High School,2,32,2,1,738,151,85,73,0.5,86
02M507,Urban Assembly Gateway School for Technology,2,32,2,1,1299,278,108,146,0.5,86
02M550,Liberty High School Academy for Newcomers,2,32,2,1,99,16,50,6,0.5,86
03M307,"Urban Assembly School for Media Studies, The",3,32,2,1,328,71,126,109,0.5,86
03M417,Frank McCourt High School,3,32,2,1,1253,345,120,170,0.5,86
06M346,Community Health Academy of the Heights,6,32,2,1,586,143,75,93,0.5,86
06M463,High School for Media and Communications,6,32,2,1,505,61,150,-2,0.5,86
06M468,High School for Health Careers and Sciences,6,32,2,1,822,121,268,-2,0.5,86
06M552,Gregorio Luperon High School for Science and Mathematics,6,32,2,1,573,165,150,45,0.5,86
07X259,"H.E.R.O. High (Health, Education, and Research Occupations High School)",7,32,2,1,862,174,250,182,0.5,86
07X334,International Community High School,7,32,2,1,210,40,81,23,0.5,86
07X548,Careers in Sports High School,7,32,2,1,1056,226,125,202,0.5,86
08X269,Bronx Studio School for Writers and Artists,8,32,2,1,481,130,90,113,0.5,86
10X284,Bronx School of Law and Finance,10,32,2,1,558,58,130,-2,0.5,86
10X437,Fordham High School for the Arts,10,32,2,1,1826,399,130,158,0.5,86
11X249,Bronx Health Sciences High School,11,32,2,1,1270,225,200,261,0.5,86
11X265,Bronx Lab School,11,32,2,1,381,47,123,-2,0.5,86
11X270,Academy for Scholarship and Entrepreneurship: A College Board School,11,32,2,1,775,148,120,-2,0.5,86
11X275,High School of Computers and Technology,11,32,2,1,715,115,181,156,0.5,86
15K463,Cyberarts Studio Academy,15,32,2,1,256,30,125,-2,0.5,86
15K592,Khalil Gibran International Academy,15,32,2,1,101,19,81,-2,0.5,86
17K537,High School for Youth and Community Development at Erasmus,17,32,2,1,488,82,140,-2,0.5,86
17K539,High School for Service & Learning at Erasmus,17,32,2,1,296,35,108,98,0.5,86
19K409,East New York Family Academy,19,32,2,1,416,159,125,147,0.5,86
19K683,School for Classics High School,19,32,2,1,229,54,108,-2,0.5,86
21K620,William E. Grady Career and Technical Education High School,21,32,2,1,970,205,305,214,0.5,86
23K697,Teachers Preparatory High School,23,32,2,1,187,35,90,-2,0.5,86
24Q293,Civic Leadership Academy,24,32,2,1,1157,291,142,191,0.5,86
24Q299,Bard High School Early College Queens,24,32,34,17,3866,2227,125,166,8.5,10
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",24,32,2,1,1368,247,120,161,0.5,86
26Q495,Bayside High School,26,32,2,1,6914,2765,851,1041,0.5,86
27Q260,Frederick Douglass Academy VI High School,27,32,2,1,482,71,121,-2,0.5,86
27Q262,Channel View School for Research,27,32,2,1,755,267,194,212,0.5,86
27Q302,"Queens High School for Information, Research, and Technology",27,32,2,1,671,160,130,177,0.5,86
27Q400,August Martin High School,27,32,2,1,960,177,250,218,0.5,86
29Q272,George Washington Carver High School for the Sciences,29,32,2,1,590,92,93,-2,0.5,86
29Q283,Preparatory Academy for Writers: A College Board School,29,32,2,1,177,47,90,69,0.5,86
29Q313,Benjamin Franklin High School for Finance & Information Technology,29,32,2,1,735,122,108,-2,0.5,86
29Q492,"Mathematics, Science Research and Technology Magnet High School",29,32,2,1,782,146,150,-2,0.5,86
30Q367,Motion Picture Tech High School,30,32,2,1,538,133,200,-2,0.5,86
03M479,Beacon High School,3,32,55,25,7891,4442,360,493,11.363636363636363,6
02M407,Institute for Collaborative Education,2,32,7,3,836,263,61,73,1.2857142857142858,68
01M539,"New Explorations into Science, Technology and Math High School",1,32,38,16,3743,2047,150,289,6.7368421052631575,17
01M696,Bard High School Early College,1,32,48,20,3946,2196,125,198,8.333333333333334,11
32K554,All City Leadership Secondary School,32,32,269,110,911,247,62,62,44.98141263940521,1
02M412,N.Y.C. Lab School for Collaborative Studies,2,32,20,8,3134,1067,109,161,3.2,34
04M495,Park East High School,4,32,5,2,2653,739,100,166,0.8,81
01M515,Lower East Side Preparatory High School,1,32,23,9,317,89,75,-2,3.5217391304347827,30
02M416,Eleanor Roosevelt High School,2,32,41,16,7699,3749,136,224,6.2439024390243905,19
02M411,Baruch College Campus High School,2,32,54,21,6773,2753,118,188,8.166666666666666,12
02M288,Food and Finance High School,2,32,16,6,1225,264,150,211,2.25,47
02M420,High School for Health Professions and Human Services,2,32,123,44,2991,776,477,590,15.739837398373984,2
02M600,The High School of Fashion Industries,2,32,28,10,2046,720,475,395,3.5714285714285716,29
04M435,Manhattan Center for Science and Mathematics,4,32,14,5,5010,1993,440,709,1.7857142857142858,58
02M414,N.Y.C. Museum School,2,32,23,8,3022,865,150,254,2.782608695652174,40
01M458,Forsyth Satellite Academy,1,32,3,1,60,12,28,-2,0.3333333333333333,133
02M047,47 The American Sign Language and English Secondary School,2,32,9,3,318,55,69,-2,1.0,76
02M296,High School of Hospitality Management,2,32,3,1,269,35,135,-2,0.3333333333333333,133
02M413,School of the Future High School,2,32,9,3,1741,485,108,152,1.0,76
02M419,Landmark High School,2,32,3,1,457,37,100,-2,0.3333333333333333,133
02M439,Manhattan Village Academy,2,32,33,11,3002,860,100,201,3.6666666666666665,27
02M542,Manhattan Bridges High School,2,32,3,1,904,224,172,95,0.3333333333333333,133
02M605,Humanities Preparatory Academy,2,32,9,3,861,101,75,-2,1.0,76
03M402,The Urban Assembly School for Green Careers,3,32,3,1,494,39,120,45,0.3333333333333333,133
03M415,Wadleigh Secondary School for the Performing & Visual Arts,3,32,3,1,826,130,128,-2,0.3333333333333333,133
06M348,Washington Heights Expeditionary Learning School,6,32,3,1,689,175,100,115,0.3333333333333333,133
07X600,Alfred E. Smith Career and Technical Education High School,7,32,3,1,1126,227,189,193,0.3333333333333333,133
08X367,"Archimedes Academy for Math, Science and Technology Applications",8,32,3,1,427,75,100,-2,0.3333333333333333,133
09X365,Academy for Language and Technology,9,32,3,1,773,224,92,89,0.3333333333333333,133
09X412,Bronx High School of Business,9,32,3,1,765,66,120,-2,0.3333333333333333,133
09X505,"Bronx School for Law, Government and Justice",9,32,3,1,1132,259,120,154,0.3333333333333333,133
10X237,"The Marie Curie High School for Medicine, Nursing, and Health Professions",10,32,3,1,334,46,135,-2,0.3333333333333333,133
10X439,Bronx High School for Law and Community Service,10,32,3,1,1467,220,108,163,0.3333333333333333,133
11X299,Astor Collegiate Academy,11,32,3,1,2199,342,120,189,0.3333333333333333,133
12X267,Bronx Latin,12,32,3,1,841,149,81,113,0.3333333333333333,133
12X641,Bard High School Early College Bronx,12,32,3,1,1391,613,100,106,0.3333333333333333,133
13K527,Urban Assembly Institute of Math and Science for Young Women,13,32,3,1,237,54,81,60,0.3333333333333333,133
21K348,High School of Sports Management,21,32,3,1,386,75,176,-2,0.3333333333333333,133
21K468,Kingsborough Early College School,21,32,3,1,1229,429,110,122,0.3333333333333333,133
21K690,Brooklyn Studio Secondary School,21,32,3,1,844,281,102,133,0.3333333333333333,133
25Q263,Flushing International High School,25,32,3,1,576,182,90,90,0.3333333333333333,133
25Q285,World Journalism Preparatory: A College Board School,25,32,3,1,448,162,90,139,0.3333333333333333,133
25Q525,Townsend Harris High School,25,32,27,9,6780,4957,290,374,3.0,37
26Q430,Francis Lewis High School,26,32,3,1,8708,3905,913,1030,0.3333333333333333,133
28Q680,Queens Gateway to Health Sciences Secondary School,28,32,3,1,1238,384,108,147,0.3333333333333333,133
30Q258,Energy Tech High School,30,32,3,1,1535,348,108,145,0.3333333333333333,133
31R460,Susan E. Wagner High School,31,32,3,1,2611,968,660,631,0.3333333333333333,133
02M260,The Clinton School,2,32,16,5,2837,1151,134,221,1.5625,62
24Q264,Academy of Finance and Enterprise,24,32,20,6,2163,546,124,151,1.8,57
30Q301,Academy for Careers in Television and Film,30,32,17,5,1410,330,151,200,1.4705882352941178,63
24Q585,Maspeth High School,24,32,109,32,5045,1953,270,348,9.394495412844037,9
02M438,International High School at Union Square,2,32,35,10,501,103,68,75,2.857142857142857,39
02M546,Academy for Software Engineering,2,32,42,12,1992,388,125,201,3.4285714285714284,32
04M555,Central Park East High School,4,32,14,4,4762,1538,125,215,1.1428571428571428,73
05M362,Columbia Secondary School,5,32,7,2,4258,1769,112,175,0.5714285714285714,84
24Q610,Aviation Career & Technical Education High School,24,32,42,12,4123,1548,530,723,3.4285714285714284,32
15K656,Brooklyn High School of the Arts,15,32,58,16,2104,574,254,272,4.413793103448276,22
02M630,Art and Design High School,2,32,51,14,3594,1359,385,523,3.843137254901961,26
02M294,Essex Street Academy,2,32,59,16,2478,562,90,125,4.338983050847458,24
02M519,Talent Unlimited High School,2,32,19,5,1599,468,152,213,1.3157894736842106,67
17K590,Medgar Evers College Preparatory School,17,32,23,6,2078,676,220,237,1.565217391304348,61
24Q485,Grover Cleveland High School,24,32,214,55,1552,359,420,437,14.13551401869159,5
14K610,A-Tech High School,14,32,113,29,1273,264,224,243,7.442477876106195,14
02M300,"Urban Assembly School of Design and Construction, The",2,32,4,1,346,43,108,-2,0.25,161
02M520,Murry Bergtraum High School for Business Careers,2,32,4,1,222,38,240,-2,0.25,161
02M586,Harvey Milk High School,2,32,4,1,40,3,45,-1,0.25,161
06M467,High School for Law and Public Service,6,32,4,1,643,95,167,84,0.25,161
10X440,DeWitt Clinton High School,10,32,4,1,2901,586,385,492,0.25,161
11X544,High School for Contemporary Arts,11,32,4,1,607,55,240,-2,0.25,161
18K617,High School for Innovation in Advertising and Media,18,32,4,1,522,101,81,91,0.25,161
28Q350,Jamaica Gateway to the Sciences,28,32,4,1,1005,210,150,184,0.25,161
13K412,Brooklyn Community Arts & Media High School (BCAM),13,32,33,8,702,113,142,-2,1.9393939393939394,54
30Q501,Frank Sinatra School of the Arts High School,30,32,33,8,3557,1643,236,416,1.9393939393939394,54
13K670,Benjamin Banneker Academy,13,32,62,15,1912,451,225,318,3.629032258064516,28
17K600,Clara Barton High School,17,32,29,7,1276,355,434,-2,1.6896551724137931,59
19K659,Cypress Hills Collegiate Preparatory School,19,32,30,7,581,86,99,-2,1.6333333333333333,60
01M448,University Neighborhood High School,1,32,56,13,2248,447,125,185,3.017857142857143,36
02M282,Urban Assembly Maker Academy,2,32,13,3,1074,175,150,216,0.6923076923076923,82
19K583,Multicultural High School,19,32,26,6,320,88,111,64,1.3846153846153846,65
14K561,Williamsburg Preparatory School,14,32,198,45,1131,226,180,236,10.227272727272727,8
02M408,Professional Performing Arts High School,2,32,9,2,1255,378,128,180,0.4444444444444444,128
02M392,Manhattan Business Academy,2,32,14,3,1321,191,161,-2,0.6428571428571429,83
24Q600,Queens Technical High School,24,32,28,6,3942,1196,350,423,1.2857142857142858,68
22K425,James Madison High School,22,32,29,6,6968,2801,837,940,1.2413793103448276,70
22K405,Midwood High School,22,32,64,13,11658,5495,910,1323,2.640625,43
32K403,Academy for Excellence in Leadership,32,32,198,40,653,76,108,-2,8.080808080808081,13
02M393,Business Of Sports School,2,32,10,2,1151,248,129,210,0.4,130
02M395,A School Without Walls,2,32,5,1,178,36,100,-2,0.2,171
02M545,High School for Dual Language and Asian Studies,2,32,10,2,769,299,108,150,0.4,130
14K558,Williamsburg High School for Architecture and Design,14,32,155,31,1223,253,155,212,6.2,20
14K614,Young Women's Leadership School of Brooklyn,14,32,30,6,251,47,93,59,1.2,71
19K615,Transit Tech Career and Technical Education High School,19,32,30,6,1168,225,315,-2,1.2,71
32K552,The Academy of Urban Planning and Engineering,32,32,198,38,737,128,113,-2,7.292929292929293,15
14K477,East Williamsburg Scholars Academy,14,32,120,23,650,90,234,-2,4.408333333333333,23
32K545,EBC High School for Public Service - Bushwick,32,32,211,38,467,75,126,-2,6.843601895734597,16
32K168,The Brooklyn School for Math and Research,32,32,175,31,710,99,108,148,5.491428571428571,21
02M432,Murray Hill Academy,2,32,6,1,558,76,90,-2,0.16666666666666666,172
02M489,High School of Economics and Finance,2,32,36,6,1374,223,230,-2,1.0,76
06M540,A. Philip Randolph Campus High School,6,32,6,1,2050,408,471,379,0.16666666666666666,172
13K963,Design Works High School,13,32,6,1,607,86,81,-2,0.16666666666666666,172
24Q236,International High School for Health Sciences,24,32,6,1,485,112,81,68,0.16666666666666666,172
25Q460,Flushing High School,25,32,6,1,1592,289,419,419,0.16666666666666666,172
27Q309,Academy of Medical Technology: A College Board School,27,32,6,1,626,120,105,109,0.16666666666666666,172
28Q167,Metropolitan Expeditionary Learning School,28,32,6,1,1254,467,125,141,0.16666666666666666,172
30Q580,Baccalaureate School for Global Education,30,32,6,1,1732,937,97,94,0.16666666666666666,172
13K595,Bedford Academy High School,13,32,91,15,2464,599,81,114,2.4725274725274726,44
19K618,Academy of Innovative Technology,19,32,44,7,1048,183,115,169,1.1136363636363635,74
32K556,Bushwick Leaders High School for Academic Excellence,32,32,258,41,768,125,120,-2,6.515503875968992,18
14K454,The Williamsburg High School of Art and Technology,14,32,139,22,893,129,116,120,3.4820143884892087,31
19K660,W. H. Maxwell Career and Technical Education High School,19,32,58,9,991,185,305,164,1.396551724137931,64
13K605,George Westinghouse Career and Technical Education High School,13,32,46,7,1254,203,254,194,1.065217391304348,75
14K488,Brooklyn Preparatory High School,14,32,143,21,1061,174,153,-2,3.0839160839160837,35
02M437,Hudson High School of Learning Technologies,2,32,7,1,353,48,119,-2,0.14285714285714285,180
02M529,Jacqueline Kennedy Onassis High School,2,32,14,2,534,81,204,-2,0.2857142857142857,160
02M580,Richard R. Green High School of Teaching,2,32,7,1,1291,154,160,-2,0.14285714285714285,180
15K667,Sunset Park High School,15,32,7,1,989,260,354,-2,0.14285714285714285,180
17K547,Brooklyn Academy of Science and the Environment,17,32,7,1,373,53,108,-2,0.14285714285714285,180
18K567,Brooklyn Theatre Arts High School,18,32,7,1,352,39,125,-2,0.14285714285714285,180
